product_category,product_name,model_number,description,,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Corinna,HS775-667,"Mid-century Scandinavian design inspired the tall, slender silhouette found in this pendant.  Thousands of small, iridescent bubbles are created by infusing molten glass with a special compound to produce a chemical reaction. To protect these dramatic details, the outer surface is coated in smooth, clear glass. Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Luxa,HS758-668,"Clear glass shade with baroque-inspired laser-cut aluminum insert.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Lexum,HS781-669,"Elegance takes form in this hand-carved solid crystal pendant inspired by current trends of asymmetrical facets in home accessories and jewelry.  Includes (1) 20 watt low-voltage GY4 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Arik,HS759-670,"Opal or Transparent glass shade with a half-spherical matrix pattern.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Vigi,HS774-671,"Artistic outdoor sculptures inspired the linear lines, open metal cage and askew rings of this contemporary LED pendant. Light shines downward through the tube gleaming as it hits the structure’s highly reflective surface.  Includes (1) 5 watt 3000K LED module and 6' of field-cuttable suspension cable. (not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Rhythm,HS762-672,"Hand-paddled, blown glass shade with dimple detail.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Olivia,HS565-673,"Designed by Koziol of Germany, this elegant and graceful modern pendant is comprised of 100% recyclable plastic which surrounds a hand-blown inner opal glass diffuser.  Includes (1) 50 watt lowvoltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Bonn,HS461-674,"Transparent glass cone with hand-etched band.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Briolette,HS549-675,"Transparent glass teardrop pendant with hand-etchings.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Isis Cylinder,HS545-676,"Streams of thick glass piping formed into a glass cylinder.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Rock Candy Cylinder,HS547-677,"Cylinder of mouth-blown transparent glass rolled in clear crystal frit and flash heated to create this unique texture. Inner opal glass diffuser adds depth to the pendant.   Includes (1) 50 watt lowvoltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Horizon,HS586-678,"Mouth-blown pendant rich with color and deep clear draw. Inspired by slow-moving lava flow; each piece is unique.   Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Zollo,HS693-679,"Spherical Italian glass shade with an organic pattern.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Rock Candy Round,HS546-680,"Sphere of mouth-blown transparent glass rolled in clear crystal frit and flash heated to create this unique texture.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Chill,HS583-681,"Organic-shaped transparent glass with ice-fractured texture and frosted scavo finish to help diffuse the light.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6’ of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Isla,HS506-682,"Irregular round shaped glass with a hand blown organic seeded technique.  Includes (1) 35 watt low-voltage GY6.35 base frosted Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix -24 to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Seguro,HS467-683,"Transparent glass with a crackle texture.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix “-24” to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Relic No. 1,HS688-684,"Pear-shaped glass shade with playful silver accents.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Relic No. 2,HS689-685,"Pear-shaped glass shade with playful silver accents and inner opal glass diffuser.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Cypree  Small,HS463-686,"Slender modern organic-shaped frosted glass.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Cypree  Large,HS462-687,"Metalized reflective glass in miniature.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 8' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Pavia,HS508-688,"Cone-shaped glass with silver leaf band.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Aiko,HS577-689,"Mouth-blown glass is hand-etched in this modern twist on a traditional Japanese lantern.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Mason,HS574-690,"A modern twist on an iconic shape.  Rich transparent glass surrounds an opal glass diffuser.   Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Jasper,HS539-691,"Outer transparent glass and inner cased opal glass are hand-blown and then hand-paddled for a unique, organic look.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6’ of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Cylia,HS472-692,"Modern-shaped glass with an iridescent finish.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Aquarii,HS542-693,"Seasonal ocean surf-inspired blown-glass globe with layers of color.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Emi,HS593-694,"Two-toned powder frit pendant.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Rio,HS585-695,"Mouth-blown pendant with a smoke-like movement of color.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Dahling,HS621-696,"Translucent glass cylinder features soft frit accents that transition from opal to gray.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Dahling,HS616-697,"Translucent glass cylinder features soft frit accents that transition from opal to gray.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Springview,HS604-698,"Glass cylinder finished with grass-like hand-carved detail.  Includes (1) 50 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Springview,HS603-699,"Glass cylinder finished with grass-like hand-carved detail.  Includes (1) 50 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Lily,HS378-700,"Mouth-blown transparent colored glass pendants, each unique and organic in shape.  Includes (1) 20 watt low-voltage G4 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Lily,HS509-701,"Mouth-blown transparent colored glass pendants, each unique organic in shape.  Includes (1) 10 watt low-voltage G4 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Neutron,HS390-702,Sleek metal and acrylic cylinder enhanced by a punch of white or colored light.  Includes low-voltage 6w LED MR16 lamp and 6' of field-cuttable suspension cable. Not dimmable. 12 volt only.,,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Top-SI Coax,HS240-703,"Opal-cased glass enclosed in mouth-blown transparent teardrop shaped glass.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Rocks,HS261-704,"Large cube of crystalline glass.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Bling,HS447-705,"Delicate transparent cone-shaped glass shade with fluted bottom and decorative glass spiral topped with glass ball detail.  Includes (1) 10 watt low-voltage G4 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Dimensions,HS337-706,"Large optically pure crystal Swarovski elements elegantly illuminated by halogen light.  Includes Includes (1) 35 watt low-voltage GU4 base MR11 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix -24 to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Vision,HS336-707,"Optically pure Swarovski crystal gems elegantly illuminated by halogen light.  Includes (1) 35 watt low-voltage GU4 base MR11 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix -24 to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Celeste,HS159-708,"Celeste Swarovski crystal can be hung at various lengths to create a spectacular display and elaborate patterns on nearby surfaces. Optional colored LED MR16 lamps available, making blue, green, yellow and red crystal stars possible. Includes (1) 50 watt low-voltage GU5.3 base constant CRI MR16 lamp. For use with 24 volt transformer, add suffix ""-24” to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Icicle,HS277-709,"Colorful frit and crystalline glass create these elegant mouth-blown shapes.  Includes (1) 35 watt low-voltage GU4 base MR11 lamp or (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp or 6 watt replaceable LED module and 6ft of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Sam,HS228-710,"Patterned blown glass with murrine combinations, in blue with green or caramel.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Renée I,HS283-711,"Sleek, styled opal glass pendant.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Tubular,HS279-712,"Borosilicate frosted glass tube.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Rachel,HS455-713,"Elegant Murano glass with organically-shaped pattern and accents of silver leaf.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Coliseum,HS511-714,"Cylinder comprised of natural alabaster tiles.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Flute,HS194-715,"Crystal clear elliptical-shaped Italian blown glass. Fluted and elegant.   Includes (1) 50 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Onyx Cone,HS451-716,"Genuine onyx available in cone, cylinder, dome and teardrop forms.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Onyx Cylinder,HS176-717,"Genuine onyx available in cone, cylinder, dome and teardrop forms.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Onyx Dome,HS177-718,"Genuine onyx available in cone, cylinder, dome and teardrop forms.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Onyx Teardrop,HS178-719,"Genuine onyx available in cone, cylinder, dome and teardrop forms.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Banja,HS504-720,"Teardrop-shaped glass richly layered in multi-colored frit with subtle undertones of gold.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix -24 to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Tear-SI Coax,HS241-721,"Opal-cased glass enclosed in mouth-blown transparent teardrop shaped glass.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Tear-SII Coax,HS242-722,"Mouth-blown teardrop shaped cased glass.  Includes (1) 35 watt low-voltage GY635 base bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers.)",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Sophia Coax,HS266-723,"Dome-shaped mouth-blown glass featuring creative texturing.  Includes (1) 35 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Orbit,HS273-724,"Solid reflector.  Includes (1) 35 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Dome II,HS275-725,"Cased glass dome.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Dome-SI Coax,HS245-726,"Opal-cased glass enclosed in mouth-blown transparent glass.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mango Nuage Coax,HS298-727,"Blown glass dome with nuage blown accents.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Indulgent,HS599-728,"Fluted glass shade with colorful frit accents.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix '-24' to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Paperweight,HS349-729,"Crystal blown sphere-shaped glass with flowing swirls of color.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Bullé,HS348-730,"Crystal blown sphere-shaped glass with perfectly patterned bubbles.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Veneto,HS379-731,"Italian Murano bowl-shaped glass with delicate fused frit patterns.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Jelly,HS319-732,"Italian mouth-blown Murano glass with real silver flakes and unique frit.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Neptune I,HS371-733,"Blown glass sphere with swirls of color.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Mini-Monty,HS338-734,"Mouth-blown elliptical-shaped Murano glass with millefiore glass fusion and silver flakes.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Cone III,HS351-735,"Mouth-blown cased glass cones.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Finestra,HS446-736,"Slim organically-shaped glass with transparent windows.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Max,HS170-737,"Glass cylinder with unique frit and special iris coating.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Abbey,HS459-738,"Transparent stained glass-style outer glass cylinder with opal inner glass.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp or 8 watt replaceable 500 lumen 80 CRI 3000K LED SORAA® module and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option is not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Madeleine,HS268-739,"Colorful frit and iris flute-shaped glass.  Includes (1) 35 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Flow,HS377-740,"Transparent blown glass cone with black or amber strands of colored glass.  Includes (1) 50 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Vortex,HS235-741,"Blown elliptical-shaped glass delicately wrapped with bands of colorful glass.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Gelato,HS271-742,"Mouth-blown sphere of transparent colored glass and stripes of iris.  Includes (1) 50 watt low-voltage GY6.35 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Ooni,HS171-743,"Italian hand-blown glass sphere encased by hand-placed glass point decoration.  Includes (1) 35 watt low-voltage GY6.35 base Halogen bi-pin lamp. For use with 24 volt transformer, add suffix “-24” to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Crystal Ball,HS264-744,"Bubbles and blown glass balls.  Includes (1) 10 watt low-voltage G4 base Xenon bi-pin lamp. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
